time,GRDC_1160815,US_09447000
2003-07-16,0.042,0.470
2003-07-17,0.054,0.391
2003-07-18,0.050,0.515
2003-07-19,0.036,0.566
2003-07-20,0.026,0.595
2003-07-21,0.023,0.680
2003-07-22,0.019,0.748
2003-07-23,0.016,0.626
2003-07-24,0.012,0.507
2003-07-25,0.007,0.575
2003-07-26,0.008,0.547
2003-07-27,0.010,0.646
2003-07-28,0.011,0.603
2003-07-29,0.011,0.564
2003-07-30,0.018,0.535
2003-07-31,0.019,0.631
2003-08-01,0.017,0.631
2003-08-02,0.010,0.620
2003-08-03,0.010,0.569
2003-08-04,0.009,0.487
2003-08-05,0.008,0.479
2003-08-06,0.010,0.535
2003-08-07,0.012,0.603
2003-08-08,0.018,0.476
2003-08-09,0.018,0.476
2003-08-10,0.045,0.493
2003-08-11,0.041,0.547
2003-08-12,0.027,0.541
2003-08-13,0.021,0.552
2003-08-14,0.036,0.680
2003-08-15,0.037,0.731
2003-08-16,0.032,0.677
2003-08-17,0.032,0.600
2003-08-18,0.036,0.830
2003-08-19,0.027,0.767
2003-08-20,0.016,0.677
2003-08-21,0.016,0.714
2003-08-22,0.015,0.606
2003-08-23,0.012,0.547
2003-08-24,0.007,0.535
2003-08-25,0.001,0.575
2003-08-26,0.000,0.580
2003-08-27,0.003,0.629
2003-08-28,0.007,0.663
2003-08-29,0.006,0.750
2003-08-30,0.008,0.895
2003-08-31,0.006,0.847
2003-09-01,0.004,0.776
2003-09-02,0.002,0.714
2003-09-03,0.001,0.643
2003-09-04,0.001,0.609
2003-09-05,0.000,0.612
2003-09-06,0.000,0.688
2003-09-07,0.000,0.702
2003-09-08,0.000,0.708
2003-09-09,0.010,0.742
2003-09-10,0.053,0.934
2003-09-11,0.046,0.954
2003-09-12,0.032,0.702
2003-09-13,0.017,0.513
2003-09-14,0.023,0.541
2003-09-15,0.058,0.524
2003-09-16,0.061,0.521
2003-09-17,0.072,0.532
2003-09-18,0.062,0.524
2003-09-19,0.050,0.447
2003-09-20,0.046,0.425
2003-09-21,0.034,0.405
2003-09-22,0.031,0.394
2003-09-23,0.031,0.411
2003-09-24,0.026,0.447
2003-09-25,0.060,0.510
2003-09-26,0.058,0.515
2003-09-27,0.045,0.481
2003-09-28,0.030,0.476
2003-09-29,0.026,0.436
2003-09-30,0.035,0.428
2003-10-01,0.041,0.425
2003-10-02,0.036,0.425
2003-10-03,0.028,0.453
2003-10-04,0.022,0.538
2003-10-05,0.014,0.510
2003-10-06,0.022,0.481
2003-10-07,0.021,0.510
2003-10-08,0.015,0.793
2003-10-09,0.032,0.793
2003-10-10,0.049,0.651
2003-10-11,0.042,0.538
2003-10-12,0.043,0.510
2003-10-13,0.039,0.595
2003-10-14,0.042,0.566
2003-10-15,0.102,0.538
2003-10-16,0.083,0.510
2003-10-17,0.060,0.481
2003-10-18,0.040,0.481
2003-10-19,0.033,0.481
2003-10-20,0.038,0.481
2003-10-21,0.048,0.481
2003-10-22,0.064,0.481
2003-10-23,0.092,0.481
2003-10-24,0.085,0.481
2003-10-25,0.062,0.481
2003-10-26,0.044,0.481
2003-10-27,0.052,0.538
2003-10-28,0.058,0.566
2003-10-29,0.044,0.566
2003-10-30,0.031,0.566
2003-10-31,0.012,0.566
2003-11-01,0.006,0.566
2003-11-02,0.006,0.566
2003-11-03,0.055,0.566
2003-11-04,0.526,0.623
2003-11-05,0.542,0.651
2003-11-06,0.267,0.595
2003-11-07,0.202,0.566
2003-11-08,0.166,0.566
2003-11-09,0.136,0.566
2003-11-10,0.102,0.566
2003-11-11,0.085,0.566
2003-11-12,0.192,0.680
2003-11-13,0.620,1.388
2003-11-14,0.360,1.076
2003-11-15,0.253,0.793
2003-11-16,0.198,0.595
2003-11-17,0.184,0.510
2003-11-18,0.114,0.481
2003-11-19,0.109,0.453
2003-11-20,0.109,0.425
2003-11-21,0.093,0.453
2003-11-22,0.131,0.425
2003-11-23,1.385,0.396
2003-11-24,0.878,0.396
2003-11-25,2.238,0.396
2003-11-26,3.717,0.396
2003-11-27,1.182,0.396
2003-11-28,0.437,0.396
2003-11-29,0.241,0.396
2003-11-30,0.219,0.425
2003-12-01,0.164,0.425
2003-12-02,0.153,0.425
2003-12-03,0.095,0.425
2003-12-04,0.089,0.425
2003-12-05,0.095,0.425
2003-12-06,0.078,0.425
2003-12-07,0.082,0.425
2003-12-08,0.049,0.453
2003-12-09,0.025,0.481
2003-12-10,0.020,0.481
2003-12-11,0.010,0.481
2003-12-12,0.002,0.481
2003-12-13,0.003,0.481
2003-12-14,0.000,0.481
2003-12-15,0.000,0.481
2003-12-16,0.000,0.481
2003-12-17,0.000,0.481
2003-12-18,0.000,0.453
2003-12-19,0.000,0.425
2003-12-20,0.000,0.425
2003-12-21,0.119,0.453
2003-12-22,0.302,0.453
2003-12-23,0.469,0.481
2003-12-24,2.715,0.481
2003-12-25,0.804,0.481
2003-12-26,0.326,0.510
2003-12-27,0.206,0.510
2003-12-28,0.135,0.510
2003-12-29,0.132,0.481
2003-12-30,0.143,0.453
2003-12-31,0.095,0.453
2004-01-01,0.115,0.510
2004-01-02,0.126,0.510
2004-01-03,0.207,0.510
2004-01-04,0.107,0.510
2004-01-05,0.146,0.510
2004-01-06,0.128,0.481
2004-01-07,0.070,0.481
2004-01-08,0.136,0.481
2004-01-09,0.393,0.481
2004-01-10,0.292,0.481
2004-01-11,15.067,0.453
2004-01-12,2.303,0.481
2004-01-13,0.808,0.453
2004-01-14,0.496,0.481
2004-01-15,0.330,0.538
2004-01-16,0.226,0.538
2004-01-17,0.180,0.510
2004-01-18,0.130,0.481
2004-01-19,0.103,0.481
2004-01-20,0.155,0.453
2004-01-21,0.292,0.453
2004-01-22,0.889,0.453
2004-01-23,0.681,0.453
2004-01-24,0.692,0.453
2004-01-25,0.923,0.481
2004-01-26,0.481,0.510
2004-01-27,0.559,0.510
2004-01-28,0.514,0.481
2004-01-29,0.238,0.453
2004-01-30,0.190,0.425
2004-01-31,0.140,0.425
2004-02-01,0.103,0.425
2004-02-02,0.087,0.396
2004-02-03,0.087,0.396
2004-02-04,0.051,0.425
2004-02-05,0.039,0.453
2004-02-06,0.022,0.425
2004-02-07,0.027,0.425
2004-02-08,0.082,0.396
2004-02-09,0.126,0.396
2004-02-10,0.119,0.396
2004-02-11,0.079,0.396
2004-02-12,1.101,0.396
2004-02-13,1.231,0.396
2004-02-14,1.144,0.396
2004-02-15,0.551,0.368
2004-02-16,0.280,0.368
2004-02-17,0.287,0.368
2004-02-18,0.257,0.368
2004-02-19,0.157,0.396
2004-02-20,0.240,0.396
2004-02-21,0.186,0.396
2004-02-22,0.350,0.396
2004-02-23,3.407,0.425
2004-02-24,0.501,0.453
2004-02-25,0.408,0.453
2004-02-26,0.345,0.425
2004-02-27,1.879,0.425
2004-02-28,0.894,0.481
2004-02-29,0.947,0.481
2004-03-01,2.521,0.481
2004-03-02,0.962,0.481
2004-03-03,0.761,0.453
2004-03-04,1.360,0.595
2004-03-05,0.930,0.991
2004-03-06,3.912,1.529
2004-03-07,3.464,1.784
2004-03-08,2.188,1.812
2004-03-09,1.503,1.586
2004-03-10,0.955,1.331
2004-03-11,0.667,1.218
2004-03-12,0.874,1.189
2004-03-13,2.654,1.218
2004-03-14,2.481,1.189
2004-03-15,2.129,1.189
2004-03-16,1.581,1.161
2004-03-17,1.147,1.133
2004-03-18,0.815,1.076
2004-03-19,0.641,1.019
2004-03-20,0.565,0.991
2004-03-21,0.506,0.934
2004-03-22,0.456,0.906
2004-03-23,0.405,0.878
2004-03-24,0.894,0.850
2004-03-25,0.679,0.793
2004-03-26,0.411,0.736
2004-03-27,0.375,0.708
2004-03-28,0.371,0.680
2004-03-29,0.308,0.623
2004-03-30,0.246,0.595
2004-03-31,0.428,0.595
2004-04-01,2.407,0.623
2004-04-02,0.788,0.963
2004-04-03,0.420,1.331
2004-04-04,0.328,1.529
2004-04-05,0.251,1.416
2004-04-06,0.226,1.303
2004-04-07,0.200,1.189
2004-04-08,0.243,1.161
2004-04-09,0.269,1.161
2004-04-10,0.190,1.161
2004-04-11,0.143,1.189
2004-04-12,0.106,1.359
2004-04-13,0.096,1.303
2004-04-14,0.115,1.246
2004-04-15,0.067,1.189
2004-04-16,0.059,1.161
2004-04-17,0.023,1.133
2004-04-18,0.039,1.104
2004-04-19,0.048,1.019
2004-04-20,0.044,0.991
2004-04-21,0.139,0.963
2004-04-22,0.159,0.934
2004-04-23,0.145,0.906
2004-04-24,0.166,0.850
2004-04-25,0.156,0.821
2004-04-26,0.161,0.736
2004-04-27,0.137,0.680
2004-04-28,0.135,0.651
2004-04-29,0.142,0.651
2004-04-30,0.105,0.680
2004-05-01,0.081,0.793
2004-05-02,0.083,0.878
2004-05-03,0.117,0.878
2004-05-04,0.114,0.878
2004-05-05,0.092,0.821
2004-05-06,0.076,0.736
2004-05-07,0.073,0.708
2004-05-08,0.045,0.708
2004-05-09,0.052,0.708
2004-05-10,0.051,0.708
2004-05-11,0.028,0.680
2004-05-12,0.048,0.651
2004-05-13,0.038,0.651
2004-05-14,0.060,0.651
2004-05-15,0.043,0.595
2004-05-16,0.024,0.595
2004-05-17,0.055,0.566
2004-05-18,0.063,0.566
2004-05-19,0.064,0.538
2004-05-20,0.081,0.538
2004-05-21,0.067,0.538
2004-05-22,0.092,0.538
2004-05-23,0.082,0.538
2004-05-24,0.090,0.538
2004-05-25,0.086,0.538
2004-05-26,0.113,0.566
2004-05-27,0.064,0.566
2004-05-28,0.027,0.538
2004-05-29,0.032,0.538
2004-05-30,0.039,0.538
2004-05-31,0.039,0.510
2004-06-01,0.032,0.510
2004-06-02,0.050,0.510
2004-06-03,0.030,0.510
2004-06-04,0.038,0.538
2004-06-05,0.035,0.623
2004-06-06,0.061,0.566
2004-06-07,0.071,0.595
2004-06-08,0.063,0.595
2004-06-09,0.067,0.708
2004-06-10,0.062,0.765
2004-06-11,0.040,0.765
2004-06-12,0.053,0.765
2004-06-13,0.061,0.765
2004-06-14,0.070,0.623
2004-06-15,0.083,0.651
2004-06-16,0.068,0.623
2004-06-17,0.074,0.566
2004-06-18,0.061,0.481
2004-06-19,0.062,0.481
2004-06-20,0.068,0.510
2004-06-21,0.103,0.510
2004-06-22,0.085,0.538
2004-06-23,0.090,0.595
2004-06-24,0.084,0.623
2004-06-25,0.068,0.680
2004-06-26,0.065,0.651
2004-06-27,0.067,0.651
2004-06-28,0.079,0.765
2004-06-29,0.084,0.850
2004-06-30,0.079,0.708
2004-07-01,0.070,0.538
2004-07-02,0.073,0.481
2004-07-03,0.076,0.481
2004-07-04,0.090,0.453
2004-07-05,0.078,0.453
2004-07-06,0.059,0.453
2004-07-07,0.048,0.425
2004-07-08,0.052,0.481
2004-07-09,0.039,0.566
2004-07-10,0.033,0.651
2004-07-11,0.030,0.595
2004-07-12,0.033,0.651
2004-07-13,0.015,0.793
2004-07-14,0.011,0.765
2004-07-15,0.010,0.623
2004-07-16,0.005,0.623
2004-07-17,0.003,0.538
2004-07-18,0.005,0.510
2004-07-19,0.016,0.481
2004-07-20,0.008,0.481
2004-07-21,0.011,0.481
2004-07-22,0.007,0.623
2004-07-23,0.011,0.906
2004-07-24,0.008,1.019
2004-07-25,0.020,0.850
2004-07-26,0.013,0.793
2004-07-27,0.014,0.765
2004-07-28,0.061,0.680
2004-07-29,0.097,0.651
2004-07-30,0.095,0.566
2004-07-31,0.066,0.481
2004-08-01,0.051,0.453
2004-08-02,0.049,0.311
2004-08-03,0.054,0.249
2004-08-04,0.054,0.311
2004-08-05,0.055,0.453
2004-08-06,0.057,0.481
2004-08-07,0.046,0.481
2004-08-08,0.032,0.538
2004-08-09,0.028,0.510
2004-08-10,0.022,0.538
2004-08-11,0.041,0.538
2004-08-12,0.044,0.510
2004-08-13,0.055,0.906
2004-08-14,0.048,1.133
2004-08-15,0.045,1.161
2004-08-16,0.066,1.393
2004-08-17,0.073,2.101
2004-08-18,0.075,2.002
2004-08-19,0.086,2.033
2004-08-20,0.091,1.419
2004-08-21,0.073,1.085
2004-08-22,0.082,0.878
2004-08-23,0.086,0.685
2004-08-24,0.081,0.595
2004-08-25,0.080,0.578
2004-08-26,0.081,0.541
2004-08-27,0.079,0.487
2004-08-28,0.089,0.524
2004-08-29,0.090,0.518
2004-08-30,0.139,0.507
2004-08-31,0.136,0.504
2004-09-01,0.127,0.549
2004-09-02,0.127,0.603
2004-09-03,0.113,0.527
2004-09-04,0.117,0.566
2004-09-05,0.127,0.648
2004-09-06,0.137,0.597
2004-09-07,0.249,0.541
2004-09-08,0.354,0.521
2004-09-09,0.241,0.513
2004-09-10,0.160,0.532
2004-09-11,0.121,0.569
2004-09-12,0.084,0.510
2004-09-13,0.088,0.507
2004-09-14,0.073,0.513
2004-09-15,0.049,0.507
2004-09-16,0.028,0.507
2004-09-17,0.031,0.498
2004-09-18,0.013,0.566
2004-09-19,0.002,0.793
2004-09-20,0.003,0.804
2004-09-21,0.008,0.682
2004-09-22,0.006,0.476
2004-09-23,0.004,0.422
2004-09-24,0.003,0.527
2004-09-25,0.007,0.762
2004-09-26,0.002,1.005
2004-09-27,0.001,0.878
2004-09-28,0.001,0.765
2004-09-29,0.054,0.597
2004-09-30,0.095,0.544
2004-10-01,0.089,0.524
2004-10-02,0.099,0.504
2004-10-03,0.108,0.498
2004-10-04,0.113,0.481
2004-10-05,0.112,0.473
2004-10-06,0.097,0.473
2004-10-07,0.072,0.473
2004-10-08,0.059,0.467
2004-10-09,0.072,0.462
2004-10-10,0.074,0.467
2004-10-11,0.055,0.501
2004-10-12,0.042,0.510
2004-10-13,0.027,0.501
2004-10-14,0.029,0.493
2004-10-15,0.037,0.498
2004-10-16,0.037,0.493
2004-10-17,0.033,0.493
2004-10-18,0.033,0.501
2004-10-19,0.032,0.507
2004-10-20,0.037,0.504
2004-10-21,0.045,0.515
2004-10-22,0.227,0.566
2004-10-23,0.117,0.566
2004-10-24,0.074,0.555
2004-10-25,0.063,0.552
2004-10-26,0.029,0.589
2004-10-27,0.033,0.671
2004-10-28,0.048,0.592
2004-10-29,0.037,0.555
2004-10-30,0.020,0.544
2004-10-31,0.043,0.544
2004-11-01,0.049,0.544
2004-11-02,0.040,0.549
2004-11-03,0.028,0.549
2004-11-04,0.025,0.544
2004-11-05,0.019,0.544
2004-11-06,0.026,0.544
2004-11-07,0.019,0.572
2004-11-08,0.057,0.694
2004-11-09,0.133,0.657
2004-11-10,0.118,0.589
2004-11-11,0.070,0.518
2004-11-12,0.051,0.481
2004-11-13,0.042,0.490
2004-11-14,0.033,0.470
2004-11-15,2.348,0.456
2004-11-16,0.575,0.490
2004-11-17,0.289,0.493
2004-11-18,0.171,0.476
2004-11-19,0.108,0.453
2004-11-20,0.734,0.445
2004-11-21,6.791,0.450
2004-11-22,1.515,0.631
2004-11-23,2.868,0.951
2004-11-24,4.703,0.889
2004-11-25,2.244,0.796
2004-11-26,0.762,0.671
2004-11-27,0.741,0.595
2004-11-28,0.543,0.566
2004-11-29,0.409,0.549
2004-11-30,0.402,0.541
2004-12-01,3.095,0.524
2004-12-02,1.835,0.504
2004-12-03,0.704,0.493
2004-12-04,0.551,0.507
2004-12-05,0.376,0.600
2004-12-06,1.900,0.753
2004-12-07,0.800,0.818
2004-12-08,0.420,0.719
2004-12-09,0.345,0.643
2004-12-10,0.282,0.606
2004-12-11,0.194,0.569
2004-12-12,0.169,0.566
2004-12-13,0.138,0.547
2004-12-14,0.102,0.544
2004-12-15,2.048,0.544
2004-12-16,0.946,0.532
2004-12-17,0.533,0.521
2004-12-18,8.045,0.524
2004-12-19,20.276,0.524
2004-12-20,3.625,0.530
2004-12-21,1.726,0.535
2004-12-22,1.061,0.535
2004-12-23,9.072,0.535
2004-12-24,51.575,0.527
2004-12-25,30.428,0.501
2004-12-26,8.627,0.484
2004-12-27,4.301,0.484
2004-12-28,5.853,0.501
2004-12-29,13.320,0.535
2004-12-30,3.758,0.680
2004-12-31,2.314,1.436
2005-01-01,8.598,1.263
2005-01-02,5.642,1.042
2005-01-03,14.052,1.152
2005-01-04,6.277,16.509
2005-01-05,2.921,8.693
2005-01-06,8.947,4.587
2005-01-07,4.147,3.228
2005-01-08,4.880,2.667
2005-01-09,14.847,2.396
2005-01-10,8.837,2.189
2005-01-11,5.121,2.016
2005-01-12,3.278,2.010
2005-01-13,5.713,2.027
2005-01-14,10.898,1.849
2005-01-15,6.593,1.662
2005-01-16,9.245,1.351
2005-01-17,8.390,1.192
2005-01-18,11.911,1.167
2005-01-19,12.779,1.102
2005-01-20,13.259,1.000
2005-01-21,14.769,0.951
2005-01-22,20.365,0.929
2005-01-23,10.817,0.886
2005-01-24,18.257,0.872
2005-01-25,16.878,0.861
2005-01-26,10.733,0.886
2005-01-27,10.576,0.988
2005-01-28,11.108,3.087
2005-01-29,9.040,2.860
2005-01-30,16.087,2.495
2005-01-31,28.127,2.268
2005-02-01,19.640,2.121
2005-02-02,10.645,1.965
2005-02-03,7.397,1.829
2005-02-04,5.961,1.722
2005-02-05,5.033,1.654
2005-02-06,4.636,1.540
2005-02-07,4.193,1.413
2005-02-08,3.073,1.376
2005-02-09,28.304,1.430
2005-02-10,14.632,1.407
2005-02-11,11.788,13.451
2005-02-12,40.880,196.519
2005-02-13,13.743,72.774
2005-02-14,7.392,15.433
2005-02-15,16.988,6.683
2005-02-16,8.562,4.927
2005-02-17,5.250,4.191
2005-02-18,4.309,3.993
2005-02-19,5.342,14.328
2005-02-20,4.267,45.873
2005-02-21,22.341,21.153
2005-02-22,26.176,7.872
2005-02-23,10.002,5.833
2005-02-24,6.820,4.927
2005-02-25,5.776,4.474
2005-02-26,8.715,4.587
2005-02-27,73.173,4.446
2005-02-28,35.934,3.766
2005-03-01,21.298,3.228
2005-03-02,15.862,2.917
2005-03-03,10.706,2.750
2005-03-04,19.262,2.628
2005-03-05,17.911,2.523
2005-03-06,12.271,2.475
2005-03-07,8.045,2.475
2005-03-08,6.764,2.407
2005-03-09,6.187,2.311
2005-03-10,5.470,2.229
2005-03-11,13.618,2.155
2005-03-12,13.719,2.087
2005-03-13,8.343,2.044
2005-03-14,6.918,2.016
2005-03-15,6.791,1.945
2005-03-16,10.524,1.869
2005-03-17,52.341,1.821
2005-03-18,17.084,1.784
2005-03-19,9.858,1.750
2005-03-20,7.920,1.747
2005-03-21,8.841,1.773
2005-03-22,55.021,1.756
2005-03-23,27.609,1.699
2005-03-24,18.697,1.665
2005-03-25,14.160,1.617
2005-03-26,11.259,1.591
2005-03-27,23.968,1.529
2005-03-28,14.294,1.470
2005-03-29,16.626,1.424
2005-03-30,12.537,1.379
2005-03-31,7.909,1.164
2005-04-01,6.546,0.980
2005-04-02,7.543,0.951
2005-04-03,8.151,1.017
2005-04-04,6.936,1.090
2005-04-05,5.972,1.068
2005-04-06,5.212,1.000
2005-04-07,4.886,0.991
2005-04-08,4.678,0.991
2005-04-09,4.548,0.971
2005-04-10,4.382,1.014
2005-04-11,4.259,0.991
2005-04-12,4.119,0.963
2005-04-13,3.099,0.932
2005-04-14,2.197,0.923
2005-04-15,2.164,0.903
2005-04-16,2.129,0.900
2005-04-17,2.087,0.929
2005-04-18,1.970,0.881
2005-04-19,1.882,0.869
2005-04-20,1.904,0.866
2005-04-21,1.947,0.835
2005-04-22,1.697,0.821
2005-04-23,1.284,0.810
2005-04-24,1.150,1.042
2005-04-25,1.042,1.155
2005-04-26,0.998,1.127
2005-04-27,1.022,1.014
2005-04-28,1.012,0.994
2005-04-29,0.937,0.994
2005-04-30,0.894,1.048
2005-05-01,0.858,0.940
2005-05-02,0.813,0.878
2005-05-03,0.796,0.869
2005-05-04,0.756,0.827
2005-05-05,0.770,0.796
2005-05-06,0.817,0.767
2005-05-07,0.716,0.765
2005-05-08,0.632,0.759
2005-05-09,0.607,0.748
2005-05-10,0.573,0.753
2005-05-11,0.528,0.711
2005-05-12,0.537,0.705
2005-05-13,0.521,0.742
2005-05-14,0.504,0.705
2005-05-15,0.492,0.691
2005-05-16,0.474,0.680
2005-05-17,0.460,0.660
2005-05-18,0.422,0.651
2005-05-19,0.385,0.643
2005-05-20,0.382,0.609
2005-05-21,0.399,0.583
2005-05-22,0.404,0.558
2005-05-23,0.385,0.547
2005-05-24,0.372,0.532
2005-05-25,0.366,0.524
2005-05-26,0.373,0.518
2005-05-27,0.372,0.521
2005-05-28,0.383,0.578
2005-05-29,0.374,0.883
2005-05-30,0.319,0.841
2005-05-31,0.283,0.722
2005-06-01,0.289,0.663
2005-06-02,0.268,0.620
2005-06-03,0.249,0.609
2005-06-04,0.253,0.586
2005-06-05,0.241,0.578
2005-06-06,0.228,0.572
2005-06-07,0.222,0.558
2005-06-08,0.214,0.547
2005-06-09,0.195,0.544
2005-06-10,0.209,0.538
2005-06-11,0.211,0.541
2005-06-12,0.215,0.541
2005-06-13,0.223,0.538
2005-06-14,0.182,0.521
2005-06-15,0.181,0.504
2005-06-16,0.177,0.484
2005-06-17,0.174,0.464
2005-06-18,0.167,0.459
2005-06-19,0.172,0.479
2005-06-20,0.160,0.487
2005-06-21,0.179,0.464
2005-06-22,0.196,0.453
2005-06-23,0.234,0.481
2005-06-24,0.273,0.547
2005-06-25,0.279,0.617
2005-06-26,0.266,0.564
2005-06-27,0.237,0.535
2005-06-28,0.230,0.527
2005-06-29,0.216,0.518
2005-06-30,0.190,0.481
2005-07-01,0.177,0.462
2005-07-02,0.171,0.456
2005-07-03,0.176,0.422
2005-07-04,0.173,0.405
2005-07-05,0.171,0.385
2005-07-06,0.161,0.385
2005-07-07,0.174,0.459
2005-07-08,0.161,0.479
2005-07-09,0.175,0.476
2005-07-10,0.164,0.467
2005-07-11,0.156,0.459
2005-07-12,0.149,0.447
2005-07-13,0.146,0.453
2005-07-14,0.145,0.487
2005-07-15,0.148,0.507
2005-07-16,0.154,0.496
2005-07-17,0.160,0.510
2005-07-18,0.155,0.566
2005-07-19,0.150,0.668
2005-07-20,0.134,0.637
2005-07-21,0.130,0.606
2005-07-22,0.115,0.589
2005-07-23,0.109,0.714
2005-07-24,0.111,0.835
2005-07-25,0.108,1.079
2005-07-26,0.098,1.028
2005-07-27,0.099,0.994
2005-07-28,0.098,0.926
2005-07-29,0.086,0.821
2005-07-30,0.086,0.665
2005-07-31,0.083,0.705
2005-08-01,0.087,0.671
2005-08-02,0.085,0.580
2005-08-03,0.099,0.589
2005-08-04,0.096,0.821
2005-08-05,0.096,0.869
2005-08-06,0.098,0.833
2005-08-07,0.116,0.773
2005-08-08,0.109,1.076
2005-08-09,0.108,1.039
2005-08-10,0.555,0.906
2005-08-11,2.046,0.784
2005-08-12,1.227,0.685
2005-08-13,0.593,0.782
2005-08-14,0.422,0.736
2005-08-15,0.287,2.186
2005-08-16,0.257,1.603
2005-08-17,0.226,0.946
2005-08-18,0.244,0.736
2005-08-19,0.186,0.654
2005-08-20,0.160,0.612
2005-08-21,0.166,0.677
2005-08-22,0.153,0.654
2005-08-23,0.151,0.716
2005-08-24,0.134,0.779
2005-08-25,0.113,0.663
2005-08-26,0.111,0.600
2005-08-27,0.109,0.530
2005-08-28,0.112,0.484
2005-08-29,0.113,0.462
2005-08-30,0.107,0.453
2005-08-31,0.111,0.436
2005-09-01,0.097,0.442
2005-09-02,0.096,0.524
2005-09-03,0.098,0.646
2005-09-04,0.102,0.776
2005-09-05,0.083,0.997
2005-09-06,0.062,0.756
2005-09-07,0.068,0.677
2005-09-08,0.108,0.810
2005-09-09,0.139,0.711
2005-09-10,0.157,0.654
2005-09-11,0.145,0.966
2005-09-12,0.132,0.728
2005-09-13,0.099,0.575
2005-09-14,0.101,0.484
2005-09-15,0.108,0.436
2005-09-16,0.100,0.413
2005-09-17,0.092,0.473
2005-09-18,0.092,0.476
2005-09-19,0.104,0.479
2005-09-20,0.104,0.487
2005-09-21,0.088,0.464
2005-09-22,0.074,0.450
2005-09-23,0.062,0.467
2005-09-24,0.066,0.510
2005-09-25,0.063,0.496
2005-09-26,0.071,0.490
2005-09-27,0.062,0.487
2005-09-28,0.055,0.484
2005-09-29,0.055,0.493
2005-09-30,0.052,0.496
2005-10-01,0.047,0.510
2005-10-02,0.034,0.515
2005-10-03,0.037,0.513
2005-10-04,0.044,0.530
2005-10-05,0.050,0.510
2005-10-06,0.056,0.459
2005-10-07,0.072,0.462
2005-10-08,0.083,0.493
2005-10-09,0.099,0.544
2005-10-10,0.120,0.552
2005-10-11,0.115,0.527
2005-10-12,0.095,0.453
2005-10-13,0.070,0.430
2005-10-14,0.060,0.422
2005-10-15,0.066,0.439
2005-10-16,0.090,0.459
2005-10-17,0.106,0.456
2005-10-18,0.106,0.462
2005-10-19,0.916,0.481
2005-10-20,0.967,0.473
2005-10-21,0.511,0.459
2005-10-22,0.268,0.450
2005-10-23,0.228,0.442
2005-10-24,0.173,0.439
2005-10-25,0.123,0.453
2005-10-26,0.101,0.462
2005-10-27,0.103,0.462
2005-10-28,0.091,0.464
2005-10-29,0.095,0.470
2005-10-30,0.108,0.464
2005-10-31,0.109,0.459
2005-11-01,0.127,0.456
2005-11-02,0.111,0.464
2005-11-03,0.090,0.544
2005-11-04,0.089,0.513
2005-11-05,2.416,0.498
2005-11-06,7.260,0.493
2005-11-07,15.792,0.493
2005-11-08,3.616,0.493
2005-11-09,1.918,0.504
2005-11-10,1.305,0.496
2005-11-11,1.035,0.501
2005-11-12,3.923,0.510
2005-11-13,4.829,0.521
2005-11-14,15.016,0.524
2005-11-15,4.440,0.527
2005-11-16,2.635,0.532
2005-11-17,1.837,0.564
2005-11-18,1.466,0.566
2005-11-19,1.881,0.564
2005-11-20,1.771,0.564
2005-11-21,1.221,0.566
2005-11-22,1.113,0.572
2005-11-23,1.023,0.547
2005-11-24,0.704,0.541
2005-11-25,0.663,0.532
2005-11-26,2.544,0.535
2005-11-27,4.318,0.524
2005-11-28,1.899,0.535
2005-11-29,1.174,0.535
2005-11-30,0.717,0.530
2005-12-01,0.639,0.527
2005-12-02,0.772,0.535
2005-12-03,0.671,0.530
2005-12-04,0.509,0.530
2005-12-05,0.423,0.524
2005-12-06,0.358,0.518
2005-12-07,0.354,0.504
2005-12-08,0.417,0.496
2005-12-09,0.409,0.496
2005-12-10,0.355,0.501
2005-12-11,0.349,0.515
2005-12-12,0.293,0.524
2005-12-13,0.267,0.541
2005-12-14,0.223,0.547
2005-12-15,0.148,0.541
2005-12-16,0.121,0.535
2005-12-17,0.097,0.541
2005-12-18,0.084,0.547
2005-12-19,0.120,0.535
2005-12-20,0.135,0.541
2005-12-21,0.131,0.535
2005-12-22,0.143,0.527
2005-12-23,0.240,0.527
2005-12-24,0.287,0.515
2005-12-25,0.158,0.507
2005-12-26,0.122,0.493
2005-12-27,0.121,0.479
2005-12-28,0.133,0.473
2005-12-29,0.162,0.464
2005-12-30,0.170,0.464
2005-12-31,0.171,0.464
2006-01-01,0.159,0.464
2006-01-02,1.745,0.462
2006-01-03,2.105,0.462
2006-01-04,5.970,0.453
2006-01-05,6.517,0.453
2006-01-06,2.023,0.487
2006-01-07,1.154,0.580
2006-01-08,1.475,0.631
2006-01-09,45.161,0.651
2006-01-10,22.471,0.646
2006-01-11,17.059,0.612
2006-01-12,12.045,0.603
2006-01-13,9.135,0.609
2006-01-14,10.739,0.606
2006-01-15,6.472,0.620
2006-01-16,4.789,0.617
2006-01-17,3.885,0.626
2006-01-18,3.215,0.620
2006-01-19,3.006,0.617
2006-01-20,3.415,0.623
2006-01-21,2.838,0.629
2006-01-22,2.475,0.629
2006-01-23,2.209,0.626
2006-01-24,13.352,0.643
2006-01-25,8.604,0.702
2006-01-26,7.049,0.733
2006-01-27,47.710,0.714
2006-01-28,28.116,0.680
2006-01-29,13.522,0.674
2006-01-30,10.357,0.674
2006-01-31,49.178,0.682
2006-02-01,48.614,0.674
